Agents,AggregationMethod,AnswerAgentIds,ArraySize,AverageIncludedAgents,AverageNormalizedL1Error,AverageRMSE,FinalExactMatch,FinalKey,FinalNormalizedL1Error,FinalRMSE,InitMode,MergeMode,Seed,SelectedPrimary,Task,Topology,TotalCompletionTokens,TotalDeterministicFallbacks,TotalMessages,TotalModelCalls,TotalPromptTokens,TotalRetryAttempts,TotalSteps,ValueMax,ValueMin,VoteAverageDisagreementRMSE,VoteNormalizedL1Error,VoteRMSE,VoteTopRatio,graph_candidate_score_mode,graph_search_mode,job_id,num_graph_candidates,objective,phase,planner_mode,planner_policy,requested_topology
8,vote,[7],1024,1,0.044921875,19.339079605813716,False,"FREQ_JSON:{""0"":97,""1"":93,""2"":107,""3"":109,""4"":94,""5"":89,""6"":85,""7"":110,""8"":107,""9"":91}",0.044921875,19.339079605813716,llm_local_solve,llm_full_merge,101,vote,count_frequency_protocol,tree,4083,0,7,15,14781,0,3,9,0,0.0,0.044921875,19.339079605813716,1.0,accuracy_max,topk,0d75d3bfe0db,4,balanced,test,operator_compose,fixed_topology,tree
8,vote,[7],1024,1,0.044921875,17.204650534085253,False,"FREQ_JSON:{""0"":96,""1"":122,""2"":106,""3"":85,""4"":97,""5"":98,""6"":89,""7"":106,""8"":109,""9"":106}",0.044921875,17.204650534085253,llm_local_solve,llm_full_merge,103,vote,count_frequency_protocol,tree,4039,0,7,15,14760,0,3,9,0,0.0,0.044921875,17.204650534085253,1.0,accuracy_max,topk,1c11331fa4f9,4,balanced,test,operator_compose,fixed_topology,tree
8,vote,[7],1024,8,0.8701171875,282.81619472724685,False,"FREQ_JSON:{""0"":14,""1"":12,""2"":18,""3"":8,""4"":15,""5"":13,""6"":12,""7"":14,""8"":14,""9"":14}",0.869140625,283.0194339616981,llm_local_solve,llm_full_merge,102,vote,count_frequency_protocol,mesh_star,5158,0,63,17,30168,0,2,9,0,9.486832980505138,0.869140625,283.0194339616981,1.0,accuracy_max,topk,1f044055aea5,4,balanced,test,operator_compose,fixed_topology,mesh_star
8,vote,[7],1024,1,0.0546875,20.92844953645635,False,"FREQ_JSON:{""0"":81,""1"":91,""2"":102,""3"":104,""4"":87,""5"":81,""6"":110,""7"":108,""8"":104,""9"":108}",0.0546875,20.92844953645635,llm_local_solve,llm_full_merge,102,vote,count_frequency_protocol,tree,4017,0,7,15,14722,0,3,9,0,0.0,0.0546875,20.92844953645635,1.0,accuracy_max,topk,627ae40e82bf,4,balanced,test,operator_compose,fixed_topology,tree
8,vote,[7],1024,8,0.873046875,284.00352110493276,False,"FREQ_JSON:{""0"":19,""1"":16,""2"":10,""3"":14,""4"":12,""5"":22,""6"":8,""7"":12,""8"":15,""9"":10}",0.865234375,281.9077863415624,llm_local_solve,llm_full_merge,104,vote,count_frequency_protocol,mesh_star,5586,0,63,17,30166,0,2,9,0,9.643650760992955,0.865234375,281.9077863415624,1.0,accuracy_max,topk,635ac20d2cbe,4,balanced,test,operator_compose,fixed_topology,mesh_star
8,vote,[7],1024,8,0.048828125,19.183326093250876,False,"FREQ_JSON:{""0"":98,""1"":123,""2"":113,""3"":89,""4"":103,""5"":103,""6"":93,""7"":113,""8"":114,""9"":113}",0.048828125,19.183326093250876,llm_local_solve,llm_full_merge,103,vote,count_frequency_protocol,one_peer_exponential_dag_star,9976,0,31,33,37776,0,4,9,0,0.0,0.048828125,19.183326093250876,1.0,accuracy_max,topk,6f5ce25a5a4a,4,balanced,test,operator_compose,fixed_topology,one_peer_exponential_dag_star
8,vote,[7],1024,1,0.060546875,22.181073012818835,False,"FREQ_JSON:{""0"":88,""1"":108,""2"":90,""3"":97,""4"":96,""5"":93,""6"":78,""7"":101,""8"":113,""9"":120}",0.060546875,22.181073012818835,llm_local_solve,llm_full_merge,104,vote,count_frequency_protocol,tree,3965,0,7,15,14728,0,3,9,0,0.0,0.060546875,22.181073012818835,1.0,accuracy_max,topk,7814517c4acb,4,balanced,test,operator_compose,fixed_topology,tree
8,vote,[7],1024,8,0.8720703125,283.89610775775,False,"FREQ_JSON:{""0"":11,""1"":18,""2"":16,""3"":8,""4"":12,""5"":18,""6"":9,""7"":14,""8"":13,""9"":19}",0.865234375,281.04448046528154,llm_local_solve,llm_full_merge,103,vote,count_frequency_protocol,mesh_star,5204,0,63,17,30137,0,2,9,0,11.0,0.865234375,281.04448046528154,1.0,accuracy_max,topk,96e2aa475780,4,balanced,test,operator_compose,fixed_topology,mesh_star
8,vote,[7],1024,8,0.03125,11.40175425099138,False,"FREQ_JSON:{""0"":101,""1"":99,""2"":112,""3"":115,""4"":102,""5"":97,""6"":86,""7"":112,""8"":108,""9"":84}",0.03125,11.40175425099138,llm_local_solve,llm_full_merge,101,vote,count_frequency_protocol,one_peer_exponential_dag_star,9870,0,31,33,37829,0,4,9,0,0.0,0.03125,11.40175425099138,1.0,accuracy_max,topk,bba6e9e74548,4,balanced,test,operator_compose,fixed_topology,one_peer_exponential_dag_star
8,vote,[7],1024,8,0.04296875,16.06237840420901,False,"FREQ_JSON:{""0"":98,""1"":128,""2"":107,""3"":110,""4"":96,""5"":102,""6"":82,""7"":109,""8"":114,""9"":112}",0.041015625,15.684387141358123,llm_local_solve,llm_full_merge,104,vote,count_frequency_protocol,one_peer_exponential_dag_star,10064,0,31,33,37932,0,4,9,0,6.0,0.041015625,15.684387141358123,1.0,accuracy_max,topk,c92be246cfb2,4,balanced,test,operator_compose,fixed_topology,one_peer_exponential_dag_star
