candidate_count,candidate_score_mode,fallback_skill_id,generated_graph,generated_graph_candidate_id,generated_graph_selected_primary,graph_candidate_score_mode,graph_search_mode,graph_top_k,job_id,num_graph_candidates,objective,operators,phase,planner_mode,planner_policy,protocol_messages,protocol_spec,protocol_steps,rationale,rejected_candidate_count,requested_planner_mode,requested_topology,score,selected_candidate_score,skill_id,topology_name
0,,,False,,,accuracy_max,topk,2,0d75d3bfe0db,4,balanced,"local_solve,tree_reduce",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for tree.,0,operator_compose,tree,0.0,,fixed_tree,tree
0,,,False,,,accuracy_max,topk,2,1c11331fa4f9,4,balanced,"local_solve,tree_reduce",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for tree.,0,operator_compose,tree,0.0,,fixed_tree,tree
0,,,False,,,accuracy_max,topk,2,1f044055aea5,4,balanced,"local_solve,mesh_broadcast,star_sink",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for mesh_star.,0,operator_compose,mesh_star,0.0,,fixed_mesh_star,mesh_star
0,,,False,,,accuracy_max,topk,2,627ae40e82bf,4,balanced,"local_solve,tree_reduce",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for tree.,0,operator_compose,tree,0.0,,fixed_tree,tree
0,,,False,,,accuracy_max,topk,2,635ac20d2cbe,4,balanced,"local_solve,mesh_broadcast,star_sink",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for mesh_star.,0,operator_compose,mesh_star,0.0,,fixed_mesh_star,mesh_star
0,,,False,,,accuracy_max,topk,2,6f5ce25a5a4a,4,balanced,"local_solve,peer_propagate,star_sink",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for one_peer_exponential_dag_star.,0,operator_compose,one_peer_exponential_dag_star,0.0,,fixed_one_peer_exponential_dag_star,one_peer_exponential_dag_star
0,,,False,,,accuracy_max,topk,2,7814517c4acb,4,balanced,"local_solve,tree_reduce",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for tree.,0,operator_compose,tree,0.0,,fixed_tree,tree
0,,,False,,,accuracy_max,topk,2,96e2aa475780,4,balanced,"local_solve,mesh_broadcast,star_sink",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for mesh_star.,0,operator_compose,mesh_star,0.0,,fixed_mesh_star,mesh_star
0,,,False,,,accuracy_max,topk,2,bba6e9e74548,4,balanced,"local_solve,peer_propagate,star_sink",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for one_peer_exponential_dag_star.,0,operator_compose,one_peer_exponential_dag_star,0.0,,fixed_one_peer_exponential_dag_star,one_peer_exponential_dag_star
0,,,False,,,accuracy_max,topk,2,c92be246cfb2,4,balanced,"local_solve,peer_propagate,star_sink",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for one_peer_exponential_dag_star.,0,operator_compose,one_peer_exponential_dag_star,0.0,,fixed_one_peer_exponential_dag_star,one_peer_exponential_dag_star
0,,,False,,,accuracy_max,topk,2,c9b73ae72e1f,4,balanced,"local_solve,mesh_broadcast,star_sink",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for mesh_star.,0,operator_compose,mesh_star,0.0,,fixed_mesh_star,mesh_star
0,,,False,,,accuracy_max,topk,2,e916fd3d74c5,4,balanced,"local_solve,peer_propagate,star_sink",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for one_peer_exponential_dag_star.,0,operator_compose,one_peer_exponential_dag_star,0.0,,fixed_one_peer_exponential_dag_star,one_peer_exponential_dag_star
