candidate_count,candidate_score_mode,fallback_skill_id,generated_graph,generated_graph_candidate_id,generated_graph_selected_primary,graph_candidate_score_mode,graph_search_mode,graph_top_k,job_id,num_graph_candidates,objective,operators,phase,planner_mode,planner_policy,protocol_messages,protocol_spec,protocol_steps,rationale,rejected_candidate_count,requested_planner_mode,requested_topology,score,selected_candidate_score,skill_id,topology_name
0,,,False,,,accuracy_max,topk,2,08bc38f37e5b,4,balanced,"local_solve,mesh_broadcast,star_sink",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for mesh_star.,0,operator_compose,mesh_star,0.0,,fixed_mesh_star,mesh_star
0,,,False,,,accuracy_max,topk,2,22f20711a490,4,balanced,"local_solve,tree_reduce",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for tree.,0,operator_compose,tree,0.0,,fixed_tree,tree
0,,,False,,,accuracy_max,topk,2,36abcad2936e,4,balanced,"local_solve,peer_propagate,star_sink",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for one_peer_exponential_dag_star.,0,operator_compose,one_peer_exponential_dag_star,0.0,,fixed_one_peer_exponential_dag_star,one_peer_exponential_dag_star
0,,,False,,,accuracy_max,topk,2,3bdde79f00ec,4,balanced,"local_solve,tree_reduce",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for tree.,0,operator_compose,tree,0.0,,fixed_tree,tree
0,,,False,,,accuracy_max,topk,2,4009d6246daf,4,balanced,"local_solve,peer_propagate,star_sink",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for one_peer_exponential_dag_star.,0,operator_compose,one_peer_exponential_dag_star,0.0,,fixed_one_peer_exponential_dag_star,one_peer_exponential_dag_star
0,,,False,,,accuracy_max,topk,2,4e2e26e157f4,4,balanced,"local_solve,tree_reduce",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for tree.,0,operator_compose,tree,0.0,,fixed_tree,tree
0,,,False,,,accuracy_max,topk,2,a11e91e8973b,4,balanced,"local_solve,mesh_broadcast,star_sink",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for mesh_star.,0,operator_compose,mesh_star,0.0,,fixed_mesh_star,mesh_star
0,,,False,,,accuracy_max,topk,2,b2fab2eb63f2,4,balanced,"local_solve,peer_propagate,star_sink",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for one_peer_exponential_dag_star.,0,operator_compose,one_peer_exponential_dag_star,0.0,,fixed_one_peer_exponential_dag_star,one_peer_exponential_dag_star
0,,,False,,,accuracy_max,topk,2,d77c70741b44,4,balanced,"local_solve,tree_reduce",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for tree.,0,operator_compose,tree,0.0,,fixed_tree,tree
0,,,False,,,accuracy_max,topk,2,daed784a127e,4,balanced,"local_solve,mesh_broadcast,star_sink",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for mesh_star.,0,operator_compose,mesh_star,0.0,,fixed_mesh_star,mesh_star
0,,,False,,,accuracy_max,topk,2,e238a4eb5b2d,4,balanced,"local_solve,mesh_broadcast,star_sink",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for mesh_star.,0,operator_compose,mesh_star,0.0,,fixed_mesh_star,mesh_star
0,,,False,,,accuracy_max,topk,2,f4afdc631f41,4,balanced,"local_solve,peer_propagate,star_sink",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for one_peer_exponential_dag_star.,0,operator_compose,one_peer_exponential_dag_star,0.0,,fixed_one_peer_exponential_dag_star,one_peer_exponential_dag_star
