candidate_count,candidate_score_mode,fallback_skill_id,generated_graph,generated_graph_candidate_id,generated_graph_selected_primary,graph_candidate_score_mode,graph_search_mode,graph_top_k,job_id,num_graph_candidates,objective,operators,phase,planner_mode,planner_policy,protocol_messages,protocol_spec,protocol_steps,rationale,rejected_candidate_count,requested_planner_mode,requested_topology,score,selected_candidate_score,skill_id,topology_name
0,,,False,,,accuracy_max,topk,2,12fd65d3f9cf,4,balanced,"local_solve,tree_reduce",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for tree.,0,operator_compose,tree,0.0,,fixed_tree,tree
0,,,False,,,accuracy_max,topk,2,1fc3a2ac8123,4,balanced,"local_solve,mesh_broadcast,star_sink",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for mesh_star.,0,operator_compose,mesh_star,0.0,,fixed_mesh_star,mesh_star
0,,,False,,,accuracy_max,topk,2,28c519c4b0da,4,balanced,"local_solve,tree_reduce",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for tree.,0,operator_compose,tree,0.0,,fixed_tree,tree
0,,,False,,,accuracy_max,topk,2,2e85e184ee3b,4,balanced,"local_solve,mesh_broadcast,star_sink",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for mesh_star.,0,operator_compose,mesh_star,0.0,,fixed_mesh_star,mesh_star
0,,,False,,,accuracy_max,topk,2,5a422e902eeb,4,balanced,"local_solve,peer_propagate,star_sink",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for one_peer_exponential_dag_star.,0,operator_compose,one_peer_exponential_dag_star,0.0,,fixed_one_peer_exponential_dag_star,one_peer_exponential_dag_star
0,,,False,,,accuracy_max,topk,2,631fd9c3f8c0,4,balanced,"local_solve,tree_reduce",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for tree.,0,operator_compose,tree,0.0,,fixed_tree,tree
0,,,False,,,accuracy_max,topk,2,67aea6496553,4,balanced,"local_solve,peer_propagate,star_sink",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for one_peer_exponential_dag_star.,0,operator_compose,one_peer_exponential_dag_star,0.0,,fixed_one_peer_exponential_dag_star,one_peer_exponential_dag_star
0,,,False,,,accuracy_max,topk,2,8ee2c72f5fdb,4,balanced,"local_solve,mesh_broadcast,star_sink",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for mesh_star.,0,operator_compose,mesh_star,0.0,,fixed_mesh_star,mesh_star
0,,,False,,,accuracy_max,topk,2,981a9e934049,4,balanced,"local_solve,peer_propagate,star_sink",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for one_peer_exponential_dag_star.,0,operator_compose,one_peer_exponential_dag_star,0.0,,fixed_one_peer_exponential_dag_star,one_peer_exponential_dag_star
0,,,False,,,accuracy_max,topk,2,c1b808151913,4,balanced,"local_solve,tree_reduce",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for tree.,0,operator_compose,tree,0.0,,fixed_tree,tree
0,,,False,,,accuracy_max,topk,2,cb9172c631af,4,balanced,"local_solve,mesh_broadcast,star_sink",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for mesh_star.,0,operator_compose,mesh_star,0.0,,fixed_mesh_star,mesh_star
0,,,False,,,accuracy_max,topk,2,ec407696b7b4,4,balanced,"local_solve,peer_propagate,star_sink",test,topology_select,fixed_topology,0,{},0,Fixed topology baseline for one_peer_exponential_dag_star.,0,operator_compose,one_peer_exponential_dag_star,0.0,,fixed_one_peer_exponential_dag_star,one_peer_exponential_dag_star
