Agents,AggregationMethod,AnswerAgentIds,ArraySize,AverageIncludedAgents,AverageNormalizedL1Error,AverageRMSE,FinalExactMatch,FinalKey,FinalNormalizedL1Error,FinalRMSE,InitMode,MergeMode,Seed,SelectedPrimary,Task,Topology,TotalCompletionTokens,TotalDeterministicFallbacks,TotalMessages,TotalModelCalls,TotalPromptTokens,TotalRetryAttempts,TotalSteps,ValueMax,ValueMin,VoteAverageDisagreementRMSE,VoteNormalizedL1Error,VoteRMSE,VoteTopRatio,graph_candidate_score_mode,graph_search_mode,job_id,num_graph_candidates,objective,phase,planner_mode,planner_policy,requested_topology
8,vote,[7],1024,1,0.046875,16.852299546352718,False,"FREQ_JSON:{""0"":95,""1"":111,""2"":97,""3"":100,""4"":108,""5"":106,""6"":84,""7"":100,""8"":107,""9"":106}",0.046875,16.852299546352718,llm_local_solve,llm_full_merge,104,vote,count_frequency_protocol,tree,6493,0,7,15,15012,0,3,9,0,0.0,0.046875,16.852299546352718,1.0,accuracy_max,topk,12fd65d3f9cf,4,balanced,test,operator_compose,fixed_topology,tree
8,vote,[7],1024,8,0.05078125,20.149441679609886,False,"FREQ_JSON:{""0"":94,""1"":94,""2"":105,""3"":100,""4"":97,""5"":89,""6"":102,""7"":103,""8"":100,""9"":101}",0.0498046875,20.024984394500787,llm_local_solve,llm_full_merge,102,vote,count_frequency_protocol,mesh_star,11054,0,63,17,30195,0,2,9,0,2.0,0.0498046875,20.024984394500787,1.0,accuracy_max,topk,1fc3a2ac8123,4,balanced,test,operator_compose,fixed_topology,mesh_star
8,vote,[7],1024,1,0.041015625,14.7648230602334,False,"FREQ_JSON:{""0"":104,""1"":108,""2"":104,""3"":84,""4"":106,""5"":101,""6"":94,""7"":102,""8"":99,""9"":108}",0.041015625,14.7648230602334,llm_local_solve,llm_full_merge,103,vote,count_frequency_protocol,tree,6940,0,7,15,15052,0,3,9,0,0.0,0.041015625,14.7648230602334,1.0,accuracy_max,topk,28c519c4b0da,4,balanced,test,operator_compose,fixed_topology,tree
8,vote,[7],1024,8,0.0546875,21.77154105707724,False,"FREQ_JSON:{""0"":102,""1"":102,""2"":102,""3"":102,""4"":102,""5"":102,""6"":102,""7"":102,""8"":102,""9"":102}",0.068359375,26.60826939130014,llm_local_solve,llm_full_merge,101,vote,count_frequency_protocol,mesh_star,16300,0,63,18,34301,1,2,9,0,12.12435565298214,0.068359375,26.60826939130014,1.0,accuracy_max,topk,2e85e184ee3b,4,balanced,test,operator_compose,fixed_topology,mesh_star
8,vote,[7],1024,8,0.0302734375,11.090536506409418,False,"FREQ_JSON:{""0"":104,""1"":110,""2"":105,""3"":84,""4"":106,""5"":101,""6"":93,""7"":102,""8"":100,""9"":118}",0.0302734375,11.090536506409418,llm_local_solve,llm_full_merge,103,vote,count_frequency_protocol,one_peer_exponential_dag_star,22037,0,31,33,38298,0,4,9,0,0.0,0.0302734375,11.090536506409418,1.0,accuracy_max,topk,5a422e902eeb,4,balanced,test,operator_compose,fixed_topology,one_peer_exponential_dag_star
8,vote,[7],1024,1,0.046875,20.639767440550294,False,"FREQ_JSON:{""0"":95,""1"":93,""2"":111,""3"":100,""4"":102,""5"":86,""6"":108,""7"":104,""8"":99,""9"":96}",0.046875,20.639767440550294,llm_local_solve,llm_full_merge,102,vote,count_frequency_protocol,tree,6672,0,7,15,15050,0,3,9,0,0.0,0.046875,20.639767440550294,1.0,accuracy_max,topk,631fd9c3f8c0,4,balanced,test,operator_compose,fixed_topology,tree
8,vote,[7],1024,8,0.048828125,18.708286933869708,False,"FREQ_JSON:{""0"":110,""1"":97,""2"":110,""3"":107,""4"":106,""5"":96,""6"":85,""7"":100,""8"":96,""9"":83}",0.048828125,18.708286933869708,llm_local_solve,llm_full_merge,101,vote,count_frequency_protocol,one_peer_exponential_dag_star,18157,0,31,33,38284,0,4,9,0,0.0,0.048828125,18.708286933869708,1.0,accuracy_max,topk,67aea6496553,4,balanced,test,operator_compose,fixed_topology,one_peer_exponential_dag_star
8,vote,[7],1024,8,0.046875,16.673332000533065,False,"FREQ_JSON:{""0"":100,""1"":106,""2"":108,""3"":90,""4"":107,""5"":101,""6"":102,""7"":100,""8"":107,""9"":103}",0.05859375,22.978250586152114,llm_local_solve,llm_full_merge,103,vote,count_frequency_protocol,mesh_star,17188,0,63,17,30280,0,2,9,0,11.40175425099138,0.05859375,22.978250586152114,1.0,accuracy_max,topk,8ee2c72f5fdb,4,balanced,test,operator_compose,fixed_topology,mesh_star
8,vote,[7],1024,8,0.046875,20.97617696340303,False,"FREQ_JSON:{""0"":95,""1"":95,""2"":111,""3"":101,""4"":102,""5"":86,""6"":106,""7"":104,""8"":99,""9"":95}",0.046875,20.97617696340303,llm_local_solve,llm_full_merge,102,vote,count_frequency_protocol,one_peer_exponential_dag_star,21191,0,31,34,40629,1,4,9,0,0.0,0.046875,20.97617696340303,1.0,accuracy_max,topk,981a9e934049,4,balanced,test,operator_compose,fixed_topology,one_peer_exponential_dag_star
8,vote,[7],1024,1,0.04296875,16.852299546352718,False,"FREQ_JSON:{""0"":110,""1"":97,""2"":111,""3"":105,""4"":105,""5"":95,""6"":84,""7"":100,""8"":97,""9"":90}",0.04296875,16.852299546352718,llm_local_solve,llm_full_merge,101,vote,count_frequency_protocol,tree,6200,0,7,15,15040,0,3,9,0,0.0,0.04296875,16.852299546352718,1.0,accuracy_max,topk,c1b808151913,4,balanced,test,operator_compose,fixed_topology,tree
8,vote,[7],1024,8,0.0390625,15.684387141358123,False,"FREQ_JSON:{""0"":96,""1"":111,""2"":98,""3"":101,""4"":109,""5"":105,""6"":88,""7"":102,""8"":108,""9"":118}",0.04296875,17.26267650163207,llm_local_solve,llm_full_merge,104,vote,count_frequency_protocol,mesh_star,21588,0,63,18,34142,1,2,9,0,5.0,0.04296875,17.26267650163207,1.0,accuracy_max,topk,cb9172c631af,4,balanced,test,operator_compose,fixed_topology,mesh_star
8,vote,[7],1024,8,0.04296875,15.874507866387544,False,"FREQ_JSON:{""0"":95,""1"":112,""2"":96,""3"":100,""4"":107,""5"":106,""6"":84,""7"":102,""8"":108,""9"":106}",0.04296875,15.874507866387544,llm_local_solve,llm_full_merge,104,vote,count_frequency_protocol,one_peer_exponential_dag_star,22475,0,31,33,38294,0,4,9,0,0.0,0.04296875,15.874507866387544,1.0,accuracy_max,topk,ec407696b7b4,4,balanced,test,operator_compose,fixed_topology,one_peer_exponential_dag_star
